set	origin_ATAC	origin_chIP	context	context_id	is_matched	tf_name	db_id_ATAC	db_id_chIP
train	ENCODE	ENCODE	HepG2	156	TRUE	ATF2	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF086NHZ;ENCFF215NMU
train	ENCODE	ENCODE	HepG2	156	TRUE	ZNF777	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF087CGL;ENCFF150KAA
train	ENCODE	ENCODE	HepG2	156	TRUE	CEBPA	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF087QHE;ENCFF211FZZ
train	ENCODE	ENCODE	HepG2	156	TRUE	SP140L	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF088IDW;ENCFF591FUT
train	ENCODE	ENCODE	HepG2	156	TRUE	STAG1	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF088WEO;ENCFF854QHS
train	ENCODE	ENCODE	HepG2	156	TRUE	ZFAT	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF089PBH;ENCFF568GYT
train	ENCODE	ENCODE	HepG2	156	TRUE	POGZ	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF091CPY;ENCFF889QZL
train	ENCODE	ENCODE	HepG2	156	TRUE	MYC	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF091VGF;ENCFF669YPX;ENCFF777UUX
train	ENCODE	ENCODE	HepG2	156	TRUE	DDIT3	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF092FMT;ENCFF228VUD
train	ENCODE	ENCODE	HepG2	156	TRUE	ZNF296	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF092RXP;ENCFF872QIC
train	ENCODE	ENCODE	HepG2	156	TRUE	GTF3A	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF092VLR;ENCFF858FPJ
train	ENCODE	ENCODE	HepG2	156	TRUE	HLF	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF093VFK;ENCFF290OYN
train	ENCODE	ENCODE	HepG2	156	TRUE	ZNF367	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF094QYR;ENCFF838WGN
train	ENCODE	ENCODE	HepG2	156	TRUE	SRF	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF096ENW;ENCFF264SIX
train	ENCODE	ENCODE	HepG2	156	TRUE	JUND	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF096JJG;ENCFF379KKX;ENCFF738FFP;ENCFF963NVS
train	ENCODE	ENCODE	HepG2	156	TRUE	TUT4	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF096LFN;ENCFF354XMT
train	ENCODE	ENCODE	HepG2	156	TRUE	MAX	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF097BCT;ENCFF113PBV;ENCFF512ILI;ENCFF643SZP
train	ENCODE	ENCODE	HepG2	156	TRUE	ZBTB10	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF097SFV;ENCFF280DYK
train	ENCODE	ENCODE	HepG2	156	TRUE	MXD4	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF097XRG;ENCFF188TTY
train	ENCODE	ENCODE	HepG2	156	TRUE	CEBPB	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF099EFN;ENCFF342QGM;ENCFF757UIC;ENCFF824TMR
train	ENCODE	ENCODE	HepG2	156	TRUE	ZNF841	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF099EQR;ENCFF743UCY
train	ENCODE	ENCODE	HepG2	156	TRUE	ZBTB42	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF099OHM;ENCFF337GRE
train	ENCODE	ENCODE	HepG2	156	TRUE	SIN3A	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF100OVE;ENCFF368XPS
train	ENCODE	ENCODE	HepG2	156	TRUE	ZBTB43	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF101MKZ;ENCFF611YEW
train	ENCODE	ENCODE	HepG2	156	TRUE	ZNF615	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF104KRA;ENCFF615ZYC
train	ENCODE	ENCODE	HepG2	156	TRUE	NCOR1	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF104QVP;ENCFF724VPR
train	ENCODE	ENCODE	HepG2	156	TRUE	ZNF317	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF104WVQ;ENCFF185LXE
train	ENCODE	ENCODE	HepG2	156	TRUE	ZNF564	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF106AYH;ENCFF940DHR
train	ENCODE	ENCODE	HepG2	156	TRUE	ZBED4	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF107BTT;ENCFF601NYJ
train	ENCODE	ENCODE	HepG2	156	TRUE	CCAR2	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF108AZE;ENCFF165YBR
train	ENCODE	ENCODE	HepG2	156	TRUE	FOXO4	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF108EMB;ENCFF906GRZ
train	ENCODE	ENCODE	HepG2	156	TRUE	HIVEP1	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF108JFE;ENCFF388ORW
train	ENCODE	ENCODE	HepG2	156	TRUE	SRSF4	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF109EVY;ENCFF333MQR
train	ENCODE	ENCODE	HepG2	156	TRUE	CENPX	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF109JKM;ENCFF405KMO
train	ENCODE	ENCODE	HepG2	156	TRUE	MIXL1	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF110WLH;ENCFF225UTO
train	ENCODE	ENCODE	HepG2	156	TRUE	SNAPC5	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF111MEF;ENCFF535HQF
train	ENCODE	ENCODE	HepG2	156	TRUE	MATR3	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF111SIL;ENCFF822KST
train	ENCODE	ENCODE	HepG2	156	TRUE	TAF15	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF113SYZ;ENCFF979AYR
train	ENCODE	ENCODE	HepG2	156	TRUE	E2F5	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF114LGI;ENCFF738VEI
train	ENCODE	ENCODE	HepG2	156	TRUE	FOXK2	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF114MEA;ENCFF595ZHN
train	ENCODE	ENCODE	HepG2	156	TRUE	SRY	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF114PAN;ENCFF995ZYV
train	ENCODE	ENCODE	HepG2	156	TRUE	ZNF75D	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF114PLE;ENCFF355RHR
train	ENCODE	ENCODE	HepG2	156	TRUE	KAT2B	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF115ISM;ENCFF976ANF
train	ENCODE	ENCODE	HepG2	156	TRUE	GATA4	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF117OUO;ENCFF188PLT
train	ENCODE	ENCODE	HepG2	156	TRUE	MXD1	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF117RER;ENCFF797NDN
train	ENCODE	ENCODE	HepG2	156	TRUE	TCF7	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF119YCX;ENCFF212NCQ
train	ENCODE	ENCODE	HepG2	156	TRUE	SP2	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF120WTR;ENCFF157QIV
train	ENCODE	ENCODE	HepG2	156	TRUE	PITX1	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF121RLE;ENCFF194EHO
train	ENCODE	ENCODE	HepG2	156	TRUE	RBFOX2	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF122EKJ;ENCFF292DUC
train	ENCODE	ENCODE	HepG2	156	TRUE	HOXD1	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF123UKR;ENCFF836EIF
train	ENCODE	ENCODE	HepG2	156	TRUE	ZNF414	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF124KVV;ENCFF437POS
train	ENCODE	ENCODE	HepG2	156	TRUE	ZBTB46	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF124MGJ;ENCFF444HZZ
train	ENCODE	ENCODE	HepG2	156	TRUE	ZNF326	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF124OEW;ENCFF336IXT
train	ENCODE	ENCODE	HepG2	156	TRUE	SRSF9	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF125RFK;ENCFF576GKJ
train	ENCODE	ENCODE	HepG2	156	TRUE	IKZF5	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF126HJR;ENCFF437QSK
train	ENCODE	ENCODE	HepG2	156	TRUE	POLR2A	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF127VAA;ENCFF199ATL;ENCFF296CUJ;ENCFF320MOY;ENCFF653LRA;ENCFF680DFO;ENCFF694CVM;ENCFF718VMP;ENCFF768XNF;ENCFF810DQL;ENCFF901AIN
train	ENCODE	ENCODE	HepG2	156	TRUE	FUBP3	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF128JZM;ENCFF293OQA
train	ENCODE	ENCODE	HepG2	156	TRUE	LBX2	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF129EUF;ENCFF284RWC
train	ENCODE	ENCODE	HepG2	156	TRUE	ZNF709	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF130DXL;ENCFF669QFR
train	ENCODE	ENCODE	HepG2	156	TRUE	FOXK1	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF131AAM;ENCFF299LMF
train	ENCODE	ENCODE	HepG2	156	TRUE	ZNF219	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF132MST;ENCFF953HGE
train	ENCODE	ENCODE	HepG2	156	TRUE	TAF1	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF133MGO;ENCFF683XWC
train	ENCODE	ENCODE	HepG2	156	TRUE	AFF4	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF133UNI;ENCFF930OOK
train	ENCODE	ENCODE	HepG2	156	TRUE	YBX1	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF136RSQ;ENCFF499LYM
train	ENCODE	ENCODE	HepG2	156	TRUE	ZSCAN9	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF136YRM;ENCFF455XQX
train	ENCODE	ENCODE	HepG2	156	TRUE	FBXL19	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF137GBJ;ENCFF484GSX
train	ENCODE	ENCODE	HepG2	156	TRUE	HNF1B	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF137LMF;ENCFF782WUM
train	ENCODE	ENCODE	HepG2	156	TRUE	ISL2	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF138DUH;ENCFF370CCQ
train	ENCODE	ENCODE	HepG2	156	TRUE	THYN1	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF138FID;ENCFF383LDG
train	ENCODE	ENCODE	HepG2	156	TRUE	ARID4A	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF138QKJ;ENCFF523STF
train	ENCODE	ENCODE	HepG2	156	TRUE	BATF2	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF138RPU;ENCFF678PEN
train	ENCODE	ENCODE	HepG2	156	TRUE	RERE	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF139GRA;ENCFF641VZR
train	ENCODE	ENCODE	HepG2	156	TRUE	DR1	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF139LPX;ENCFF209VQB
train	ENCODE	ENCODE	HepG2	156	TRUE	NFIA	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF139TEC;ENCFF787ZHE
train	ENCODE	ENCODE	HepG2	156	TRUE	NR2C2	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF140JMP;ENCFF289NQV
train	ENCODE	ENCODE	HepG2	156	TRUE	ZNF788P	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF142MAK;ENCFF676BGU
train	ENCODE	ENCODE	HepG2	156	TRUE	PATZ1	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF145KXV;ENCFF676URV
train	ENCODE	ENCODE	HepG2	156	TRUE	RCOR1	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF145TIY;ENCFF909QUG
train	ENCODE	ENCODE	HepG2	156	TRUE	ZNF703	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF147DAQ;ENCFF515SWT
train	ENCODE	ENCODE	HepG2	156	TRUE	ZXDC	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF147NTN;ENCFF845BHR
train	ENCODE	ENCODE	HepG2	156	TRUE	RFX5	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF148BUA;ENCFF752PVS
train	ENCODE	ENCODE	HepG2	156	TRUE	FOXC1	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF148HTG;ENCFF540BGL
train	ENCODE	ENCODE	HepG2	156	TRUE	DMTF1	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF149MHQ;ENCFF949OZT
train	ENCODE	ENCODE	HepG2	156	TRUE	TERF1	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF149VAR;ENCFF396NBL
train	ENCODE	ENCODE	HepG2	156	TRUE	HNRNPUL1	ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP;ENCFF239RGZ;ENCFF394BBD;ENCFF624SON;ENCFF926KFU;ENCFF990VCP	ENCFF149ZXM;ENCFF197SIT
